,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3113,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3009,0
4180,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,24.35,3493,1
1413,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,4965,0
2201,0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,2600,0
2001,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,317,0
5252,1,1,1,0,71,1,2,1,2,2,2,0,2,2,0,1,2,107.5,5876,0
869,1,0,0,1,3,1,2,2,1,1,1,1,1,1,2,1,3,26.4,383,0
2358,0,0,1,0,55,1,0,2,1,1,1,1,1,1,1,0,2,19.7,272,0
2006,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,1861,1
3090,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,4432,1
4472,1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,4476,0
4874,0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,2811,1
356,0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,6293,0
1162,0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4220,0
5347,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,6238,0
3064,0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,888,0
3125,1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,5913,0
3492,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,3,29.2,6501,0
5484,1,0,1,1,69,1,2,1,0,0,0,2,2,2,2,1,2,99.35,5412,0
3749,1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,1566,1
6945,1,0,1,1,70,1,2,1,0,2,0,0,2,2,2,0,0,98.3,5416,1
1890,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,1728,1
579,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,3259,0
2319,1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,39,0
5628,0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,446,1
1691,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,304,0
862,1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,858,1
4765,1,0,0,0,37,0,1,0,0,0,0,0,2,0,2,0,1,35.8,579,0
4522,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,20.7,4821,0
2380,1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,4891,0
2378,0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2060,1
4960,1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4068,1
5451,0,0,1,0,71,1,2,1,2,2,0,0,2,0,1,0,3,95.65,5413,0
4625,0,1,0,0,8,1,0,1,0,0,2,0,0,0,0,1,0,74.05,4915,0
1116,0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,6354,0
1541,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,803,0
6960,0,1,1,0,42,1,2,1,0,2,2,0,2,0,0,1,2,95.55,3364,0
5416,0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,4593,0
6478,0,0,1,0,60,1,2,1,0,2,2,2,2,2,2,1,1,110.8,5287,0
3649,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,25.35,1408,0
4751,1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,23.15,2102,1
5623,1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,1721,0
3297,0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3095,0
4706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.45,3742,1
6167,1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,90.05,3531,0
2500,1,0,1,1,50,1,0,0,2,0,0,2,2,2,1,0,2,75.5,3444,0
6220,1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,4362,0
6229,1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,1,85.45,5057,0
6239,1,0,1,0,72,1,2,1,0,2,0,0,2,2,2,1,2,99.4,5656,0
6247,1,0,0,0,60,1,2,1,0,0,2,0,2,0,2,1,2,89.55,4384,0
6930,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,1776,1
6538,1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,938,1
5300,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,6014,1
6715,0,0,0,0,11,1,2,1,0,0,2,0,2,0,0,1,2,89.2,6513,0
6711,0,0,1,1,49,1,2,1,0,2,0,0,2,2,0,1,2,98.35,4129,0
3409,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,2,113.65,5877,0
6726,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.75,976,1
5231,1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1038,1
4677,1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,6516,1
6753,0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3270,0
2052,0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4190,0
1776,1,1,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.0,1352,0
3499,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1624,1
4305,0,0,1,0,29,1,0,2,1,1,1,1,1,1,2,1,3,19.55,4366,0
2536,1,0,0,0,25,1,2,2,1,1,1,1,1,1,1,0,0,25.3,5352,1
5054,0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,3169,0
3731,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,849,0
1592,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,77.95,2936,1
1723,0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,3,0
5510,1,0,0,0,18,1,0,1,0,2,2,0,2,2,0,0,1,101.3,1334,0
2611,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5703,1
4786,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65,5844,0
490,1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,5265,0
5921,0,0,0,0,27,1,0,0,0,2,2,2,2,2,1,0,3,78.2,1704,0
2910,0,0,1,1,35,1,2,2,1,1,1,1,1,1,2,1,1,25.4,6438,0
1006,0,0,0,0,18,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1075,1
4230,1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,5982,1
2503,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,6379,0
4436,0,0,0,1,19,1,0,0,2,2,2,0,0,0,0,1,2,60.6,542,0
2314,0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,5307,0
2554,0,0,0,0,18,1,0,0,0,0,2,0,0,0,0,1,3,50.0,6310,0
1417,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,6254,0
3096,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,3671,0
25,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,959,0
2409,1,0,1,1,28,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1176,0
1113,0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2453,1
4176,1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,19.8,2964,0
1552,0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2123,0
6017,1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,56.15,2515,0
5259,1,1,1,0,30,1,2,1,0,0,0,0,0,0,0,0,3,77.9,1993,0
5672,0,0,1,0,49,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3006,0
433,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,4345,1
4084,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,5907,1
2655,0,0,0,1,4,1,2,1,0,2,0,0,2,0,0,0,3,89.6,3155,1
3927,1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.55,4300,1
4771,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.4,2088,1
5206,1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,1950,0
1127,0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,962,0
4313,0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,3,79.1,1317,0
5224,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,100.15,3786,0
5552,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,4122,0
2518,1,0,0,0,24,1,2,1,0,2,0,0,2,2,0,1,0,99.65,2050,0
6769,1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,1,19.85,6356,0
1102,1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,1168,1
6060,0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,87.1,5592,0
4773,1,0,0,0,44,0,1,0,0,2,2,0,2,2,1,1,3,53.95,2014,1
4248,0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,90.55,4307,0
5219,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,1618,0
4890,1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55,4040,0
194,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,359,0
615,0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,48.85,5101,0
643,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,3648,0
5062,0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,55.9,1798,1
3116,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3409,0
3410,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,53.4,1454,1
2776,1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,1,74.3,331,1
5774,1,0,0,0,5,1,0,0,0,2,0,2,0,2,0,1,0,65.6,2938,0
5951,0,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,1,100.3,3069,0
5902,0,0,1,0,9,1,0,0,0,2,0,0,0,0,0,0,3,50.85,3942,0
330,0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,5709,0
2207,0,0,1,0,7,1,0,1,0,0,2,0,2,0,0,1,2,86.25,4821,1
5049,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,1610,1
6515,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,5588,1
2670,0,0,1,1,51,1,2,1,2,0,0,2,2,0,1,1,3,95.15,4238,0
972,1,0,0,0,58,1,0,0,0,2,2,2,2,0,2,0,0,70.1,3461,0
483,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,6026,0
2420,1,0,1,1,4,0,1,0,2,0,0,0,2,0,0,0,1,38.55,1004,0
2602,0,0,1,1,64,1,2,1,0,2,2,2,2,2,1,1,2,111.45,5650,0
719,1,1,1,0,68,1,2,1,0,0,2,0,0,0,0,1,1,80.35,4626,0
3624,0,1,1,1,62,1,2,1,0,2,2,0,0,2,0,1,1,96.1,4928,0
2059,1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,2959,0
2803,0,0,0,0,43,1,0,2,1,1,1,1,1,1,2,1,0,19.65,5905,0
2566,0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,91.55,4886,0
4704,1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15,4982,0
32,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1449,0
664,0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,0,19.5,312,0
5540,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,1617,1
5303,1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,2,40.45,1515,0
5813,1,0,1,1,48,1,2,1,2,2,2,2,2,2,2,0,1,111.8,4525,0
1444,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,3833,0
3355,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,5088,0
2792,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,2,48.85,5697,0
4956,0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,94.45,5738,1
6864,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.3,5868,1
1705,0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,4275,0
5170,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,1487,0
5502,1,1,1,0,16,1,0,1,0,0,0,0,0,0,0,1,0,71.8,313,1
4734,1,0,1,1,39,1,0,0,2,0,2,2,2,2,1,0,1,80.0,2766,1
4063,0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,6452,1
4685,0,0,1,0,46,1,2,1,0,2,2,2,2,2,2,1,1,108.9,4094,0
3227,1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,5076,0
118,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,6160,0
2277,1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,5472,1
2905,0,0,1,0,21,1,0,1,0,0,2,2,0,0,1,0,2,79.2,1258,0
1401,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,3759,1
739,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.85,5315,0
2456,1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,3,24.55,302,0
170,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3064,0
540,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,6111,0
883,0,0,1,0,67,1,2,1,2,0,2,2,2,2,1,1,2,111.25,5783,0
5277,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,4764,1
4722,0,0,0,0,60,1,0,0,0,2,2,2,2,0,1,1,1,70.15,3607,0
3443,1,1,1,0,40,1,0,1,2,2,2,2,2,0,1,1,1,98.15,3509,0
3800,0,0,0,1,66,1,2,1,2,0,2,2,0,0,2,1,1,90.95,4867,0
674,1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,2208,1
3209,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,6395,1
6507,0,0,1,1,58,1,2,1,2,2,0,0,0,2,0,1,0,93.4,4516,1
2915,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,63.8,3963,0
3286,1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,3008,1
1815,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.5,911,0
5389,0,0,1,0,51,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3151,0
6117,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,830,0
2100,1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,99.5,5405,0
4593,0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,0,20.3,2108,0
6979,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.2,2037,0
5933,1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2542,1
2101,0,0,1,0,37,1,2,1,2,0,2,2,0,2,1,1,2,99.2,3225,1
5967,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,37,1
3922,1,1,1,0,67,1,2,1,0,0,0,0,2,2,0,1,1,94.65,4966,0
1548,1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,1821,0
4216,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,5283,0
3470,1,0,1,1,8,1,0,0,2,0,0,0,0,0,0,1,1,51.3,3502,0
355,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,6194,1
4559,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,20.15,549,0
3774,1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,3481,0
5363,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.35,1219,0
2535,0,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,92.2,5199,0
6234,1,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,25.3,872,0
3220,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,4556,0
5018,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,686,0
2373,0,0,1,1,66,1,0,0,0,0,0,2,0,0,1,1,1,49.4,2831,0
1051,0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,4585,0
3074,0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,1756,0
2321,0,1,0,0,65,1,2,1,0,2,2,0,2,0,0,1,0,95.45,5053,0
6673,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,43.95,6208,0
5058,0,0,0,0,30,1,0,0,2,0,0,0,0,0,0,1,3,48.8,965,0
1751,1,0,0,0,14,1,2,1,0,0,0,2,2,0,0,1,2,89.95,332,1
3941,1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,0,20.25,1253,0
1772,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,79.0,795,1
1196,1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,4595,0
1878,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,5316,0
2668,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1489,1
7028,0,0,1,0,68,1,0,0,0,2,0,2,2,0,2,0,0,64.1,3680,0
2016,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,6137,1
2005,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4189,1
5712,0,0,0,0,23,1,0,2,1,1,1,1,1,1,0,1,0,20.3,3983,0
1482,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,431,0
3237,1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,489,0
328,0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,6494,0
648,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,1068,1
2945,1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,5274,0
3418,1,0,1,0,54,1,2,1,2,2,2,0,2,2,0,0,2,109.55,4994,0
1123,1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1071,0
6541,0,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.5,3401,0
2788,1,0,0,1,71,1,2,1,2,2,0,0,0,0,1,1,1,85.45,4931,0
4113,1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,1,20.35,5476,0
6103,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,1,19.75,2544,0
3971,0,0,0,0,25,1,2,2,1,1,1,1,1,1,2,0,1,24.75,5462,1
3915,0,0,1,0,59,1,0,1,2,0,2,0,0,0,1,1,1,81.25,3932,0
5897,1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1099,0
1259,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,3762,1
5157,0,0,1,1,16,1,0,0,2,2,0,2,0,2,2,0,0,68.25,221,0
5888,0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,2,95.6,4043,1
7038,1,0,1,1,24,1,2,0,2,0,2,2,2,2,1,1,3,84.8,1597,0
1519,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,42.6,5623,1
1378,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3394,0
5140,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.25,6298,0
1023,0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3303,0
6434,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,50.5,4229,1
2918,1,1,1,0,8,0,1,0,0,2,2,0,0,2,0,1,3,43.35,3198,0
4814,0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,90.0,1604,1
5009,1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,5992,0
5286,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,74.5,4976,1
912,1,0,1,1,72,1,2,1,2,0,2,0,2,2,1,1,0,106.1,5933,0
2857,0,0,1,1,47,1,0,0,0,2,0,2,0,2,2,0,0,63.8,2603,0
6195,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,2651,1
1675,0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,78.9,2021,1
1746,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,6029,0
3026,0,0,1,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.95,682,1
532,1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.95,1251,0
1736,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.5,1484,1
1629,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4011,0
5065,1,1,0,0,33,1,2,2,1,1,1,1,1,1,1,1,0,24.9,6199,0
430,0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,340,1
1808,0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1162,1
4477,1,0,1,1,19,1,0,0,2,0,0,0,0,0,1,1,0,48.95,6456,0
4860,1,0,1,1,13,0,1,0,2,2,0,2,0,0,2,0,3,40.55,4847,0
4393,0,0,1,0,21,1,2,1,0,0,0,0,0,2,0,1,2,86.5,1355,1
4577,0,1,1,0,62,1,2,1,2,0,2,0,2,2,1,1,2,104.85,5105,0
234,0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,5529,0
5654,1,1,1,0,70,1,0,1,2,2,2,0,2,2,2,0,1,105.35,5784,0
2222,1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3381,0
4292,0,1,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,73.9,1853,1
6237,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,5455,1
6896,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95,3661,1
5132,1,0,1,1,71,1,2,0,2,0,0,0,2,0,1,1,2,66.2,3974,0
6282,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,5382,0
1948,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,1046,1
5384,0,0,0,0,4,1,2,0,0,0,0,2,2,0,0,1,3,64.4,2182,0
6250,0,0,1,0,69,1,2,1,2,0,0,0,2,2,2,0,0,99.15,5423,0
6596,1,0,0,0,64,1,2,0,2,2,2,2,2,0,1,0,2,81.25,4615,0
6447,1,0,0,0,60,1,0,0,2,0,2,2,2,2,1,0,3,79.0,4057,0
1995,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,5455,1
2671,1,0,0,0,63,1,2,1,0,2,0,2,2,2,0,0,2,105.4,5325,0
5861,1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,3,19.25,5357,0
2224,1,1,1,0,17,1,0,1,0,2,0,0,0,0,0,1,2,76.45,427,1
1106,0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,5069,0
5805,1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,521,0
818,1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,1952,1
5945,0,1,1,1,57,1,0,1,0,2,2,2,2,0,0,1,1,95.3,4614,0
4104,1,0,1,0,8,1,0,0,0,2,0,0,0,0,0,1,0,49.55,3362,0
5639,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.65,175,0
5117,0,0,0,0,66,0,1,0,2,0,2,2,2,2,2,1,0,61.35,3586,0
1697,0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,3986,0
3558,1,0,1,1,28,1,2,1,0,0,0,0,2,2,1,0,0,92.2,2223,0
136,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1304,0
1642,0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,4728,0
5418,1,1,0,0,18,1,2,1,0,2,0,0,0,0,0,1,1,80.55,754,0
4075,1,0,0,0,53,0,1,0,2,2,0,0,0,2,0,1,0,46.3,2199,0
6636,0,0,1,1,10,1,2,0,2,2,0,0,2,0,1,0,2,70.3,5351,0
1180,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1575,0
4416,0,0,1,0,17,1,2,0,0,2,0,0,2,2,0,1,0,75.4,587,0
888,1,0,1,1,37,1,0,1,0,0,0,0,2,2,1,0,1,91.2,2826,0
2987,0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,3,20.1,5318,0
6801,0,0,1,1,19,1,2,1,0,0,0,2,0,2,1,1,0,89.35,1182,0
2437,0,0,0,0,7,1,0,0,2,2,2,0,0,0,0,0,2,61.4,3722,0
3580,0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,5211,1
4043,1,1,1,0,59,0,1,0,2,0,2,2,2,2,2,1,1,64.05,3325,0
817,0,0,1,1,55,1,0,1,0,2,2,2,2,2,1,1,0,103.7,4679,0
1111,0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,3307,1
4863,1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,235,0
2341,0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,0,114.9,5931,0
3167,0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,4029,0
7039,0,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,103.2,5698,0
5937,0,1,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.0,5003,1
4620,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,115.8,6151,0
3065,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.8,3824,0
1264,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,5300,0
990,0,0,1,0,56,1,0,1,2,0,2,0,0,0,2,0,0,80.3,3840,0
1464,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,4543,0
1739,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454,1
6245,0,0,1,0,59,1,2,0,0,2,0,2,2,2,1,1,2,80.1,3976,0
4986,0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55,6462,0
